,Game,AppID,Review Score,Positive Reviews,Negative Reviews,Review Score Description,Total Review,Units Sold (Estimated),Engine,Is Free,Price,Initial Price,Discounted Percent,Currency,Windows,Mac,Linux,Publishers,Release Date,Required Age
502,space hulk: deathwing,298900,5,2622,2199,Mixed,4821,96420,Unreal Engine,False,,,,, True, False, False,focus entertainment,"Dec 14, 2016",0
503,little nightmares ii,860510,8,17187,914,Very Positive,18101,362020,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, False,bandai namco entertainment,"Feb 10, 2021",0
504,bioshock,7670,8,20454,1270,Very Positive,21724,434480,Unreal Engine,False,,,,, True, False, False,2k,"Aug 21, 2007",17
505,tom clancy's splinter cell: conviction,33220,6,2140,868,Mostly Positive,3008,60160,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, False,ubisoft,"Apr 29, 2010",17
506,the bureau: xcom declassified,65930,5,2984,1462,Mixed,4446,88920,Unreal Engine,False,19.99,19.99,0.0,USD, True, True, False,2k,"Aug 19, 2013",17
507,marvel vs. capcom: infinite,493840,5,1004,583,Mixed,1587,31740,Unreal Engine,False,39.99,39.99,0.0,USD, True, False, False,capcom,"Sep 19, 2017",0
508,h-hour: world's elite,293220,5,414,194,Mixed,608,12160,Unreal Engine,False,6.99,6.99,0.0,USD, True, False, False,sof studios ltd,"Feb 17, 2020",0
509,red matter,966680,8,602,55,Very Positive,657,13140,Unreal Engine,False,24.99,24.99,0.0,USD, True, False, False,vertical robot,"Nov 10, 2018",0
510,turok,405820,9,2254,116,Overwhelmingly Positive,2370,47400,Unreal Engine,False,19.99,19.99,0.0,USD, True, True, True,nightdive studios,"Dec 17, 2015",0
511,gears 5,1097840,6,11007,4706,Mostly Positive,15713,314260,Unreal Engine,False,39.99,39.99,0.0,USD, True, False, False,xbox game studios,"Sep 9, 2019",17
512,the forgotten city,874260,9,5626,182,Overwhelmingly Positive,5808,116160,Unreal Engine,False,24.99,24.99,0.0,USD, True, False, False,dear villagers,"Jul 28, 2021",0
513,dungeon defenders,65800,8,9148,677,Very Positive,9825,196500,Unreal Engine,False,14.99,14.99,0.0,USD, True, False, False,trendy entertainment,"Oct 18, 2011",0
514,roboblitz,4300,6,29,8,Mostly Positive,37,740,Unreal Engine,False,9.99,9.99,0.0,USD, True, False, False,naked sky entertainment,"Nov 7, 2006",0
515,scum,513710,6,48152,15836,Mostly Positive,63988,1279760,Unreal Engine,False,34.99,34.99,0.0,USD, True, False, False,gamepires,"Aug 29, 2018",0
516,outlast,1318840,0,1,0,1 user reviews,1,20,Unreal Engine,False,3.99,3.99,0.0,USD, True, True, False,sanan ahmed,"Jun 17, 2020",0
517,observer,514900,8,3151,776,Very Positive,3927,78540,Unreal Engine,False,,,,, True, True, True,bloober team ,"15 Aug, 2017",17
518,deus ex: invisible war,6920,5,921,711,Mixed,1632,32640,Unreal Engine,False,6.99,6.99,0.0,USD, True, False, False,square enix,"Mar 29, 2007",17
519,a way out,1222700,8,20246,3052,Very Positive,23298,465960,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, False,electronic arts,"Jun 18, 2020",0
520,antichamber,219890,9,11211,547,Overwhelmingly Positive,11758,235160,Unreal Engine,False,19.99,19.99,0.0,USD, True, True, True,demruth,"Jan 31, 2013",0
521,the turing test,499520,8,5044,699,Very Positive,5743,114860,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, False,bulkhead,"Aug 30, 2016",0
522,someday you'll return,840370,8,372,66,Very Positive,438,8760,Unreal Engine,False,9.99,19.99,50.0,USD, True, False, False,cbe software,"May 5, 2020",0
523,life is strange 2,532210,8,15272,2893,Very Positive,18165,363300,Unreal Engine,True,,,,, True, True, True,"['square enix', ' feral interactive (mac)', ' feral interactive (linux)']","26 Sep, 2018",0
524,fable anniversary,288470,8,8289,1536,Very Positive,9825,196500,Unreal Engine,False,34.99,34.99,0.0,USD, True, False, False,xbox game studios,"Sep 12, 2014",0
525,primal carnage,215470,6,3748,1079,Mostly Positive,4827,96540,Unreal Engine,False,4.99,4.99,0.0,USD, True, False, False,circle 5 publishing,"Oct 29, 2012",0
526,grip: combat racing,396900,8,2425,353,Very Positive,2778,55560,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, False,wired productions,"Nov 6, 2018",0
527,mighty no. 9,314710,5,954,703,Mixed,1657,33140,Unreal Engine,False,19.99,19.99,0.0,USD, True, True, True,deep silver,"Jun 21, 2016",0
528,raji: an ancient epic,730390,8,1271,203,Very Positive,1474,29480,Unreal Engine,False,21.634328358208954,21.634328358208954,0.0,CAD, True, False, False,supergg.com,"15 Oct, 2020",0
529,splitgate,677620,8,153,10,Very Positive,163,3260,Unreal Engine,True,,,,, True, False, True,1047 games,"May 24, 2019",0
530,time machine vr,356180,5,71,40,Mixed,111,2220,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, False,minority media inc.,"May 19, 2016",0
531,kholat,343710,5,1212,579,Mixed,1791,35820,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, False,imgn.pro,"Jun 9, 2015",0
532,gray dawn,747360,8,383,77,Very Positive,460,9200,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, False,interactive stone,"Jun 7, 2018",17
533,rogue company,872200,6,37,10,Mostly Positive,47,940,Unreal Engine,True,,,,, True, False, False,hi-rez studios,"Jul 20, 2021",0
534,killing floor 2,232090,8,64339,7933,Very Positive,72272,1445440,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, False,tripwire interactive,"Nov 18, 2016",17
535,stray,1332010,9,73978,1948,Overwhelmingly Positive,75926,1518520,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, False,annapurna interactive,"Jul 19, 2022",0
536,king's quest,345390,8,1107,138,Very Positive,1245,24900,Unreal Engine,True,,,,, True, False, False,sierra,"Jul 28, 2015",0
537,singularity,42670,8,3943,313,Very Positive,4256,85120,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, False,activision,"Jun 30, 2010",0
538,takedown: red sabre,236510,5,1395,2048,Mixed,3443,68860,Unreal Engine,False,4.99,4.99,0.0,USD, True, False, False,505 games,"Feb 10, 2014",0
539,submerged: hidden depths,1614270,8,113,8,Very Positive,121,2420,Unreal Engine,False,20.99,29.99,30.0,USD, True, False, False,uppercut games pty ltd,"Mar 9, 2022",0
540,nascar 21: ignition,1439300,4,100,274,Mostly Negative,374,7480,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, False,motorsport games,"Oct 27, 2021",0
541,planet alpha,485030,6,361,100,Mostly Positive,461,9220,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, False,team17 digital ltd,"Sep 4, 2018",0
542,dreadnought,835860,0,1,2,3 user reviews,3,60,Unreal Engine,True,,,,, True, False, False,"['grey box', ' six foot']","Oct 14, 2018",0
543,necromunda: underhive wars,566440,5,1330,974,Mixed,2304,46080,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, False,focus entertainment,"Sep 7, 2020",0
544,bravely default ii,1446650,8,848,170,Very Positive,1018,20360,Unreal Engine,False,59.99,59.99,0.0,USD, True, False, False,square enix,"Sep 2, 2021",0
545,submerged,301860,6,2897,955,Mostly Positive,3852,77040,Unreal Engine,False,1.99,19.99,90.0,USD, True, False, False,uppercut games pty ltd,"Aug 3, 2015",0
546,hypercharge: unboxed,523660,8,2370,231,Very Positive,2601,52020,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, True,digital cybercherries,"Apr 27, 2020",0
547,insurgency: sandstorm,581320,8,66925,10521,Very Positive,77446,1548920,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, False,focus entertainment,"Dec 12, 2018",17
548,the culling,437220,5,7625,5450,Mixed,13075,261500,Unreal Engine,False,,,,, True, False, True,xaviant games,"Oct 5, 2017",0
549,papo & yo,227080,8,1008,54,Very Positive,1062,21240,Unreal Engine,False,14.99,14.99,0.0,USD, True, True, True,minority media,"Apr 18, 2013",0
550,samurai jack: battle through time,1150590,8,861,142,Very Positive,1003,20060,Unreal Engine,False,39.99,39.99,0.0,USD, True, False, False,adult swim games,"Aug 21, 2020",0
551,brothers in arms: road to hill 30,15190,8,1120,156,Very Positive,1276,25520,Unreal Engine,False,9.99,9.99,0.0,USD, True, False, False,ubisoft,"May 13, 2008",17
552,borderlands 2,49520,9,167830,8740,Overwhelmingly Positive,176570,3531400,Unreal Engine,False,4.99,19.99,75.0,USD, True, True, True,"['2k', ' aspyr (mac)', ' aspyr (linux)']","Sep 17, 2012",17
553,the dark pictures anthology: house of ashes,1281590,8,3390,419,Very Positive,3809,76180,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, False,bandai namco entertainment europe,"Oct 21, 2021",17
554,the park,402020,5,1560,676,Mixed,2236,44720,Unreal Engine,False,12.99,12.99,0.0,USD, True, False, False,funcom,"Oct 27, 2015",0
555,borderlands: the pre-sequel,261640,8,21627,4320,Very Positive,25947,518940,Unreal Engine,False,11.99,39.99,70.0,USD, True, True, True,"['2k', ' aspyr (linux)']","Oct 13, 2014",17
556,the ascent,979690,6,10111,3037,Mostly Positive,13148,262960,Unreal Engine,False,9.89,29.99,67.0,USD, True, False, False,curve games,"Jul 29, 2021",18
557,lost ark,1599340,6,43876,16849,Mostly Positive,60725,1214500,Unreal Engine,True,,,,, True, False, False,amazon games,"Feb 11, 2022",17
558,smite,386360,8,1102,260,Very Positive,1362,27240,Unreal Engine,True,,,,, True, False, False,hi-rez studios,"Sep 8, 2015",0
559,haunted house: cryptic graves,314850,3,1,18,Negative,19,380,Unreal Engine,False,,,,, True, False, False,atari inc.,"Nov 25, 2014",0
560,post scriptum,736220,8,11407,2730,Very Positive,14137,282740,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, False,offworld industries,"Aug 9, 2018",0
561,override 2: super mech league,1329790,5,51,26,Mixed,77,1540,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, False,modus games,"Dec 22, 2020",0
562,juju,300840,8,59,2,Very Positive,61,1220,Unreal Engine,False,9.99,9.99,0.0,USD, True, False, False,flying wild hog,"Dec 10, 2014",0
563,darksiders iii,606280,6,6575,2080,Mostly Positive,8655,173100,Unreal Engine,False,39.99,39.99,0.0,USD, True, False, False,thq nordic,"Nov 27, 2018",0
564,bacon man: an adventure,327760,6,13,4,Mostly Positive,17,340,Unreal Engine,False,9.99,9.99,0.0,USD, True, False, False,skymap games,"Mar 6, 2018",0
565,biomutant,597820,5,7602,3662,Mixed,11264,225280,Unreal Engine,False,39.99,39.99,0.0,USD, True, False, False,thq nordic,"May 25, 2021",0
566,downward,506900,6,317,130,Mostly Positive,447,8940,Unreal Engine,False,9.99,9.99,0.0,USD, True, False, True,indiegala,"Jul 13, 2017",0
567,rock of ages,22230,8,2540,244,Very Positive,2784,55680,Unreal Engine,False,9.99,9.99,0.0,USD, True, False, False,sega,"Sep 7, 2011",0
568,weird west,1097350,6,1342,458,Mostly Positive,1800,36000,Unreal Engine,False,39.99,39.99,0.0,USD, True, False, False,devolver digital,"Mar 31, 2022",0
569,dragon ball z: kakarot,851850,8,25142,1841,Very Positive,26983,539660,Unreal Engine,False,47.49,94.99,50.0,USD, True, False, False,bandai namco entertainment,"Jan 16, 2020",0
570,"neko ghost, jump!",1194750,7,21,1,Positive,22,440,Unreal Engine,False,14.99,14.99,0.0,USD, True, False, True,burgos games,"Jan 11, 2022",0
571,mordhau,629760,8,69047,15801,Very Positive,84848,1696960,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, False,triternion,"Apr 29, 2019",0
572,apsulov: end of gods,960980,8,889,125,Very Positive,1014,20280,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, False,angry demon studio,"Aug 8, 2019",0
573,snake pass,544330,8,767,118,Very Positive,885,17700,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, False,secret mode,"Mar 28, 2017",0
574,thief,239160,6,11292,3823,Mostly Positive,15115,302300,Unreal Engine,False,19.99,19.99,0.0,USD, True, True, False,"['square enix', ' feral interactive (mac)']","Feb 27, 2014",17
575,postal 4: no regerts,707030,6,5351,1627,Mostly Positive,6978,139560,Unreal Engine,False,39.99,39.99,0.0,USD, True, False, False,running with scissors,"Apr 20, 2022",0
576,abyss odyssey,255070,5,826,388,Mixed,1214,24280,Unreal Engine,False,14.99,14.99,0.0,USD, True, False, False,sega,"Jul 15, 2014",13
577,guilty gear xrd -sign-,376300,8,1711,162,Very Positive,1873,37460,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, False,arc system works,"Dec 9, 2015",0
578,agony,487720,5,941,984,Mixed,1925,38500,Unreal Engine,False,14.99,14.99,0.0,USD, True, False, False,madmind studio,"May 29, 2018",0
579,the sinking city,750130,6,1086,404,Mostly Positive,1490,29800,Unreal Engine,False,39.99,39.99,0.0,USD, True, False, False,nacon,"Feb 26, 2021",0
580,revolution 60,350200,4,14,38,Mostly Negative,52,1040,Unreal Engine,False,9.99,9.99,0.0,USD, True, False, False,giant spacekat,"Sep 6, 2016",0
581,aliens: colonial marines,49540,5,3696,2478,Mixed,6174,123480,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, False,sega,,17
582,rocket league,252950,8,370971,41478,Very Positive,412449,8248980,Unreal Engine,False,,,,, True, False, False,psyonix llc,"Jul 6, 2015",0
583,thief: deadly shadows,6980,8,1531,345,Very Positive,1876,37520,Unreal Engine,False,8.99,8.99,0.0,USD, True, False, False,square enix,"Mar 29, 2007",0
584,mutant year zero: road to eden,760060,8,10279,1094,Very Positive,11373,227460,Unreal Engine,False,34.99,34.99,0.0,USD, True, False, False,funcom,"Dec 4, 2018",0
585,chivalry 2,1824220,8,11230,2581,Very Positive,13811,276220,Unreal Engine,False,39.99,39.99,0.0,USD, True, False, False,tripwire presents,"Jun 12, 2022",17
586,call of cthulhu,399810,6,5466,1519,Mostly Positive,6985,139700,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, False,focus entertainment,"Oct 29, 2018",0
587,remnant: from the ashes,617290,8,30420,5301,Very Positive,35721,714420,Unreal Engine,False,39.99,39.99,0.0,USD, True, False, False,perfect world entertainment,"Aug 19, 2019",17
588,cyberdimension neptunia: 4 goddesses online,632350,8,3313,463,Very Positive,3776,75520,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, False,idea factory international,"Feb 27, 2018",0
589,tom clancy's splinter cell: double agent,13580,4,466,753,Mostly Negative,1219,24380,Unreal Engine,False,9.99,9.99,0.0,USD, True, False, False,ubisoft,"Feb 13, 2009",17
590,deadlight,211400,6,7074,1860,Mostly Positive,8934,178680,Unreal Engine,False,14.99,14.99,0.0,USD, True, False, False,xbox game studios,"Oct 25, 2012",17
591,blair witch,1092660,6,3307,975,Mostly Positive,4282,85640,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, False,bloober team na,"Aug 30, 2019",17
592,outriders,680420,5,28716,15037,Mixed,43753,875060,Unreal Engine,False,39.99,39.99,0.0,USD, True, False, False,square enix,"Apr 1, 2021",17
593,hatred,341940,8,9183,2206,Very Positive,11389,227780,Unreal Engine,False,5.99,5.99,0.0,USD, True, False, True,destructive creations,"Jun 1, 2015",18
594,friday the 13th: the game,438740,6,46157,11944,Mostly Positive,58101,1162020,Unreal Engine,False,14.99,14.99,0.0,USD, True, False, False,gun media,"May 25, 2017",17
595,gigantic,327690,7,15,0,Positive,15,300,Unreal Engine,False,,,,, True, False, False,perfect world entertainment,"Jul 19, 2017",0
596,the dark pictures anthology: little hope,1194630,6,3129,1215,Mostly Positive,4344,86880,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, False,bandai namco entertainment europe,"Oct 29, 2020",17
597,dark and light,529180,5,5296,4605,Mixed,9901,198020,Unreal Engine,False,17.99,17.99,0.0,USD, True, False, False,snail games usa,"Jul 20, 2017",0
598,loading human,522200,4,7,14,Mostly Negative,21,420,Unreal Engine,False,9.99,9.99,0.0,USD, True, False, False,maximum games,"Oct 14, 2016",0
599,home sweet home,617160,8,2405,316,Very Positive,2721,54420,Unreal Engine,False,16.99,16.99,0.0,USD, True, False, False,"['yggdrazil group co.', 'ltd']","Sep 26, 2017",0
600,code vein,678960,8,27845,4427,Very Positive,32272,645440,Unreal Engine,False,59.99,59.99,0.0,USD, True, False, False,bandai namco entertainment,"Sep 26, 2019",16
601,pool nation fx,314000,8,289,66,Very Positive,355,7100,Unreal Engine,True,,,,, True, False, False,cherry pop games,"Dec 7, 2015",0
602,the solus project,313630,6,1874,484,Mostly Positive,2358,47160,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, False,teotl studios,"Jun 7, 2016",0
603,sea of thieves,1172620,8,191394,19658,Very Positive,211052,4221040,Unreal Engine,False,39.99,39.99,0.0,USD, True, False, False,xbox game studios,"Jun 3, 2020",0
604,sherlock holmes chapter one,1137300,8,1320,326,Very Positive,1646,32920,Unreal Engine,False,20.24,44.99,55.0,USD, True, False, False,frogwares,"Nov 15, 2021",17
605,bright memory,955050,8,26190,2320,Very Positive,28510,570200,Unreal Engine,False,7.99,7.99,0.0,USD, True, False, False,"['fyqd-studio', ' playism']","Mar 25, 2020",0
606,yaiba: ninja gaiden z,252230,5,449,245,Mixed,694,13880,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, False,"['koei tecmo games co.', ' ltd.']","Mar 21, 2014",0
607,kena: bridge of spirits,1954200,8,1546,149,Very Positive,1695,33900,Unreal Engine,False,39.99,39.99,0.0,USD, True, False, False,ember lab,"Sep 26, 2022",0
608,styx: master of shadows,242640,8,5945,1200,Very Positive,7145,142900,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, False,"['cyanide studio', ' nacon']","Oct 7, 2014",17
609,days gone,1259420,8,26586,2102,Very Positive,28688,573760,Unreal Engine,False,49.99,49.99,0.0,USD, True, False, False,playstation pc llc,"May 17, 2021",17
610,quantum conundrum,200010,8,1280,246,Very Positive,1526,30520,Unreal Engine,False,8.99,8.99,0.0,USD, True, False, False,square enix,"Jun 21, 2012",0
611,graven,1371690,5,344,154,Mixed,498,9960,Unreal Engine,False,24.99,24.99,0.0,USD, True, False, False,"['3d realms', ' fulqrum publishing']","May 26, 2021",0
612,red orchestra: ostfront 41-45,1200,8,1073,190,Very Positive,1263,25260,Unreal Engine,False,4.99,4.99,0.0,USD, True, True, True,tripwire interactive,"Mar 14, 2006",0
613,race with ryan,1054990,6,11,4,Mostly Positive,15,300,Unreal Engine,False,24.99,24.99,0.0,USD, True, False, False,outright games ltd.,"Nov 1, 2019",0
614,blacklight: retribution,209870,5,78,80,Mixed,158,3160,Unreal Engine,False,,,,, True, False, False,"['hardsuit labs', ' inc.']","Jul 2, 2012",0
615,the eternal cylinder,865680,6,77,22,Mostly Positive,99,1980,Unreal Engine,False,24.99,24.99,0.0,USD, True, False, False,good shepherd entertainment,"Oct 13, 2022",0
616,conan exiles,440900,6,45028,12662,Mostly Positive,57690,1153800,Unreal Engine,False,39.99,39.99,0.0,USD, True, False, False,funcom,"May 8, 2018",18
617,get even,299950,6,581,171,Mostly Positive,752,15040,Unreal Engine,False,4.49,29.99,85.0,USD, True, False, False,bandai namco entertainment,"Jun 20, 2017",0
618,x-com: enforcer,7770,5,134,109,Mixed,243,4860,Unreal Engine,False,4.99,4.99,0.0,USD, True, False, False,2k,"Sep 4, 2008",0
619,moss,846470,8,2104,119,Very Positive,2223,44460,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, False,polyarc,"Jun 7, 2018",0
620,predator: hunting grounds,1556200,6,1586,427,Mostly Positive,2013,40260,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, False,playstation pc llc,"Apr 29, 2021",17
621,alien breed 2: assault,22650,6,230,74,Mostly Positive,304,6080,Unreal Engine,False,9.99,9.99,0.0,USD, True, False, False,team17 digital ltd,"Sep 22, 2010",0
622,eden star,259570,5,578,402,Mixed,980,19600,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, False,flix interactive,"Jan 30, 2015",0
623,outlast 2,414700,8,28185,2842,Very Positive,31027,620540,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, False,red barrels,"Apr 24, 2017",0
624,alice: madness returns,19680,8,7990,1044,Very Positive,9034,180680,Unreal Engine,False,20.141791044776117,20.141791044776117,0.0,CAD, True, False, False,electronic arts,"17 Jun, 2011",17
625,dragon ball fighterz,678950,8,35759,3690,Very Positive,39449,788980,Unreal Engine,False,14.24,94.98,85.0,USD, True, False, False,bandai namco entertainment,"Jan 26, 2018",0
626,a fisherman's tale,559330,8,693,50,Very Positive,743,14860,Unreal Engine,False,14.99,14.99,0.0,USD, True, False, False,vertigo games,"Jan 22, 2019",0
627,nba playgrounds,545270,6,756,270,Mostly Positive,1026,20520,Unreal Engine,False,,,,, True, False, False,"['mad dog games', ' llc']","May 8, 2017",0
628,tom clancy's splinter cell,13560,8,1882,278,Very Positive,2160,43200,Unreal Engine,False,9.99,9.99,0.0,USD, True, False, False,ubisoft,"Apr 1, 2008",0
629,colony ship: a post-earth role playing game,648410,8,548,97,Very Positive,645,12900,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, False,iron tower studio,"Apr 6, 2021",0
630,myst,1255560,8,765,93,Very Positive,858,17160,Unreal Engine,False,29.99,29.99,0.0,USD, True, True, False,cyan worlds inc,"Aug 26, 2021",0
631,alien breed 3: descent,22670,6,222,69,Mostly Positive,291,5820,Unreal Engine,False,9.99,9.99,0.0,USD, True, False, False,team17 digital ltd,"Nov 17, 2010",0
632,rising storm,234510,8,84,1,Very Positive,85,1700,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, False,tripwire interactive,"May 30, 2013",0
633,we happy few,320240,6,6960,2197,Mostly Positive,9157,183140,Unreal Engine,False,59.99,59.99,0.0,USD, True, False, False,gearbox publishing,"Aug 10, 2018",17
634,trek to yomi,1370050,5,679,305,Mixed,984,19680,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, False,devolver digital,"May 5, 2022",0
635,spirit of the north,1213700,8,1904,251,Very Positive,2155,43100,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, False,merge games,"May 7, 2020",0
636,in verbis virtus,242840,6,1117,295,Mostly Positive,1412,28240,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, False,indomitus games,"Apr 3, 2015",0
637,xcom: enemy within,225340,8,1241,127,Very Positive,1368,27360,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, True,"['2k', ' feral interactive (linux)']","Nov 11, 2013",17
638,scourge: outbreak,227560,5,136,73,Mixed,209,4180,Unreal Engine,False,5.99,5.99,0.0,USD, True, True, False,bitbox s.l.,"Apr 2, 2014",17
639,dc universe online,24200,6,146,58,Mostly Positive,204,4080,Unreal Engine,True,,,,, True, False, False,daybreak game company,"Nov 2, 2011",0
640,the vanishing of ethan carter redux,400430,8,741,107,Very Positive,848,16960,Unreal Engine,False,,,,, True, False, False,,,0
641,global agenda,17020,6,293,74,Mostly Positive,367,7340,Unreal Engine,True,,,,, True, False, False,hi-rez studios,"Jun 14, 2011",0
642,mortal online,287920,6,58,23,Mostly Positive,81,1620,Unreal Engine,True,,,,, True, False, False,star vault ab,"Aug 31, 2015",0
643,backbone,865610,5,819,501,Mixed,1320,26400,Unreal Engine,False,24.99,24.99,0.0,USD, True, True, False,raw fury,"Jun 8, 2021",17
644,deformers,491770,4,21,45,Mostly Negative,66,1320,Unreal Engine,False,,,,, True, False, False,"['gametrust games', ' ready at dawn']","Apr 20, 2017",0
645,brothers in arms: earned in blood,19800,8,575,83,Very Positive,658,13160,Unreal Engine,False,9.99,9.99,0.0,USD, True, False, False,ubisoft,"Oct 10, 2008",17
646,mobile forces,837940,8,55,3,Very Positive,58,1160,Unreal Engine,False,3.99,3.99,0.0,USD, True, False, False,funbox media ltd,"Jun 8, 2018",0
647,frontlines: fuel of war,9460,5,452,243,Mixed,695,13900,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, False,thq nordic,"Feb 29, 2008",0
648,hunted: the demon's forge,22450,6,628,218,Mostly Positive,846,16920,Unreal Engine,False,4.99,4.99,0.0,USD, True, False, False,bethesda softworks,"May 30, 2011",17
649,q.u.b.e.,203730,9,653,34,Overwhelmingly Positive,687,13740,Unreal Engine,False,,,,, True, True, False,toxic games,"Dec 16, 2011",0
650,the suicide of rachel foster,1057750,6,2372,947,Mostly Positive,3319,66380,Unreal Engine,False,17.99,17.99,0.0,USD, True, False, False,daedalic entertainment,"Feb 19, 2020",0
651,assetto corsa competizione,805550,8,13964,1315,Very Positive,15279,305580,Unreal Engine,False,39.99,39.99,0.0,USD, True, False, False,505 games,"May 29, 2019",0
652,the bus,491540,6,2668,762,Mostly Positive,3430,68600,Unreal Engine,False,24.99,24.99,0.0,USD, True, False, False,aerosoft gmbh,"Mar 25, 2021",0
653,psychonauts 2,607080,9,6110,146,Overwhelmingly Positive,6256,125120,Unreal Engine,False,59.99,59.99,0.0,USD, True, True, True,xbox game studios,"Aug 24, 2021",0
654,aven colony,484900,6,1158,390,Mostly Positive,1548,30960,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, False,team17 digital ltd,"Jul 25, 2017",0
655,redout 2,1799930,6,403,115,Mostly Positive,518,10360,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, False,saber interactive,"Jun 16, 2022",0
656,song of horror,1096570,8,1085,230,Very Positive,1315,26300,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, False,🚀 raiser games,"Oct 31, 2019",0
657,stela,1048600,6,488,138,Mostly Positive,626,12520,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, False,skybox labs,"Mar 13, 2020",0
658,obliteracers,368740,5,102,55,Mixed,157,3140,Unreal Engine,False,14.99,14.99,0.0,USD, True, False, False,"['varkian empire', ' deck13']","Feb 23, 2016",0
659,borderlands 3,397540,8,69754,12718,Very Positive,82472,1649440,Unreal Engine,False,14.99,59.99,75.0,USD, True, False, False,2k,"Mar 13, 2020",17
660,tell me why,1180660,8,2514,276,Very Positive,2790,55800,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, False,xbox game studios ,"Aug 27, 2020",17
661,mothergunship,574090,6,765,196,Mostly Positive,961,19220,Unreal Engine,False,24.99,24.99,0.0,USD, True, False, False,versus evil,"Jul 17, 2018",0
662,tom clancy's splinter cell: chaos theory,13570,8,3163,216,Very Positive,3379,67580,Unreal Engine,False,9.99,9.99,0.0,USD, True, False, False,ubisoft,"Aug 27, 2009",0
663,the assembly,373650,5,88,39,Mixed,127,2540,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, False,ndreams,"Jul 19, 2016",0
664,bus simulator 21,976590,5,1324,625,Mixed,1949,38980,Unreal Engine,False,34.99,34.99,0.0,USD, True, False, False,astragon entertainment,"Sep 7, 2021",0
665,journey to the savage planet,973810,8,3252,422,Very Positive,3674,73480,Unreal Engine,False,29.99,29.99,0.0,USD, True, False, False,505 games,"Jan 28, 2021",0
666,danger zone,604740,5,105,46,Mixed,151,3020,Unreal Engine,False,14.99,14.99,0.0,USD, True, False, False,three fields entertainment,"May 29, 2017",0
667,flashback,961620,8,259,55,Very Positive,314,6280,Unreal Engine,False,9.99,9.99,0.0,USD, True, True, False,microids,"Feb 28, 2019",0
668,draugen,770390,6,1121,360,Mostly Positive,1481,29620,Unreal Engine,False,19.99,19.99,0.0,USD, True, False, False,red thread games,"May 29, 2019",0
669,vampyr,427290,6,10087,3116,Mostly Positive,13203,264060,Unreal Engine,False,39.99,39.99,0.0,USD, True, False, False,focus entertainment,"Jun 4, 2018",0
670,icarus,1149460,5,14060,7502,Mixed,21562,431240,Unreal Engine,False,34.99,34.99,0.0,USD, True, False, False,rocketwerkz,"Dec 3, 2021",0
671,bus simulator 18,515180,6,5390,1439,Mostly Positive,6829,136580,Unreal Engine,False,24.99,24.99,0.0,USD, True, False, False,astragon entertainment,"Jun 13, 2018",0
